77928.47717, 3,  -2.041,  6.409, 12.811, 4,  -0.072, -0.308, -0.460, 5,  13.050,-64.800,-144.000,huangy-incar01
77928.49728, 3,  -2.029,  6.249, 13.137,huangy-incar01
77928.51739, 3,  -1.485,  6.033, 11.422,huangy-incar01
77928.53749, 3,  -1.006,  5.983,  9.879, 4,   0.096, -0.182, -0.656, 5,  14.250,-65.100,-144.750,huangy-incar01
77928.55760, 3,  -1.298,  5.564, 10.179,huangy-incar01
77928.57771, 3,  -1.169,  5.106, 10.943,huangy-incar01
77928.59782, 3,   0.132,  4.457, 11.939, 4,   0.477, -0.233, -0.596, 5,  12.900,-65.700,-144.600,huangy-incar01
77928.61793, 3,   1.425,  3.851, 12.689,huangy-incar01
77928.63804, 3,   2.014,  3.901, 10.627,huangy-incar01
77928.65815, 3,   1.837,  4.184,  7.664, 4,   0.231,  0.047, -0.444, 5,  12.000,-66.600,-145.650,huangy-incar01
77928.67826, 3,   0.972,  4.244,  6.536,huangy-incar01
77928.69837, 3,  -0.433,  4.383,  7.020,huangy-incar01
77928.71848, 3,  -1.818,  4.591,  8.203, 4,   0.914, -0.257, -0.871, 5,  11.550,-67.500,-144.600,huangy-incar01
77928.73859, 3,  -2.005,  4.486,  9.187,huangy-incar01
77928.75870, 3,  -0.525,  3.743,  8.828,huangy-incar01
77928.77881, 3,   0.172,  2.999,  7.154, 4,  -0.024, -0.384, -0.756, 5,   9.900,-67.650,-143.550,huangy-incar01
77928.79892, 3,  -0.160,  2.932,  5.154,huangy-incar01
77928.81903, 3,  -0.357,  2.955,  3.789,huangy-incar01
77928.83914, 3,   0.074,  3.343,  4.117, 4,   0.410, -0.582,  0.011, 5,   8.250,-69.000,-143.400,huangy-incar01
77928.85925, 3,   0.263,  4.014,  5.935,huangy-incar01
77928.87935, 3,  -0.716,  4.694,  7.815,huangy-incar01
77928.89946, 3,  -1.248,  4.395,  7.714, 4,   0.142, -0.476, -0.160, 5,   9.300,-70.050,-144.600,huangy-incar01
77928.91957, 3,  -0.534,  3.437,  6.208,huangy-incar01
77928.93968, 3,   0.757,  3.600,  5.427,huangy-incar01
77928.95979, 3,   0.199,  5.027,  7.403, 4,   0.114, -0.097,  0.319, 5,   8.550,-67.800,-145.050,huangy-incar01
77928.97990, 3,  -2.292,  6.148, 11.259,huangy-incar01
77929.00001, 3,  -2.587,  5.449, 12.672,huangy-incar01
77929.02012, 3,  -1.236,  5.327, 12.157, 4,  -0.585, -0.259, -0.228, 5,   5.700,-69.000,-146.250,huangy-incar01
77929.04023, 3,  -0.774,  5.542, 11.989,huangy-incar01
77929.06033, 3,  -0.723,  5.398, 11.051,huangy-incar01
77929.08044, 3,  -0.498,  5.861,  9.939, 4,   0.269, -0.062, -0.067, 5,   6.600,-67.650,-145.200,huangy-incar01
77929.10055, 3,  -1.207,  6.258,  9.664,huangy-incar01
77929.12066, 3,  -1.890,  5.959,  9.235,huangy-incar01
77929.14077, 3,  -1.791,  5.482,  8.713, 4,   0.355, -0.457, -0.353, 5,   7.350,-67.650,-144.750,huangy-incar01
77929.16088, 3,  -1.214,  5.070, 10.469,huangy-incar01
77929.18099, 3,  -0.520,  4.088, 12.773,huangy-incar01
77929.20110, 3,  -0.683,  3.494, 11.048, 4,  -0.210, -0.130, -0.194, 5,   3.900,-69.300,-145.950,huangy-incar01
77929.22121, 3,  -1.765,  4.091,  7.228,huangy-incar01
77929.24132, 3,  -2.330,  4.675,  5.413,huangy-incar01
77929.26143, 3,  -1.890,  4.309,  6.093, 4,   0.363,  0.069,  0.051, 5,   4.200,-69.000,-145.950,huangy-incar01
77929.28154, 3,  -1.030,  3.676,  7.053,huangy-incar01
77929.30165, 3,  -0.563,  3.363,  7.456,huangy-incar01
77929.32177, 3,  -0.230,  3.054,  6.811, 4,  -0.179,  0.698,  0.681, 5,   4.800,-70.950,-146.100,huangy-incar01
77929.34188, 3,   0.536,  2.709,  5.710,huangy-incar01
77929.36199, 3,   0.649,  3.255,  4.996,huangy-incar01
77929.38210, 3,   0.982,  3.906,  5.104, 4,  -0.959, -0.188,  0.594, 5,   5.700,-70.800,-144.600,huangy-incar01
77929.40221, 3,   0.311,  4.048,  5.971,huangy-incar01
77929.42232, 3,  -0.057,  3.849,  7.190,huangy-incar01
77929.44242, 3,  -0.113,  4.412,  9.336, 4,  -1.166, -0.205,  0.128, 5,   1.050,-67.800,-147.150,huangy-incar01
77929.46253, 3,  -0.029,  3.808, 11.453,huangy-incar01
77929.48264, 3,   0.616,  3.296, 11.525,huangy-incar01
77929.50275, 3,   0.553,  4.436,  9.784, 4,  -0.936,  0.006,  0.035, 5,   2.400,-66.000,-146.700,huangy-incar01
77929.52286, 3,   0.187,  5.044,  9.808,huangy-incar01
77929.54297, 3,   0.580,  4.280,  9.669,huangy-incar01
77929.56308, 3,   1.039,  3.497,  9.324, 4,   0.172, -0.278, -0.488, 5,   0.600,-64.650,-147.150,huangy-incar01
77929.58319, 3,   0.709,  3.734, 10.275,huangy-incar01
77929.60330, 3,  -0.290,  4.723, 11.882,huangy-incar01
77929.62341, 3,  -0.422,  5.097, 13.271, 4,  -0.401, -0.541, -0.595, 5,   0.000,-64.200,-147.150,huangy-incar01
77929.64352, 3,  -0.062,  4.045, 14.308,huangy-incar01
77929.66363, 3,  -1.008,  2.903, 13.118,huangy-incar01
77929.68374, 3,  -2.065,  3.018, 10.018, 4,   0.797,  0.809, -0.538, 5,  -1.200,-63.750,-146.550,huangy-incar01
77929.70385, 3,  -1.042,  3.466,  8.991,huangy-incar01
77929.72396, 3,   1.013,  3.837, 10.823,huangy-incar01
77929.74407, 3,   1.233,  3.801, 11.527, 4,   1.623,  1.092, -0.491, 5,   0.150,-67.650,-146.100,huangy-incar01
77929.76418, 3,  -0.886,  3.878,  8.792,huangy-incar01
77929.78429, 3,  -1.456,  4.388,  5.295,huangy-incar01
77929.80440, 3,  -1.087,  4.742,  4.665, 4,   1.066, -0.098, -0.150, 5,   1.350,-69.750,-146.250,huangy-incar01
77929.82451, 3,  -1.425,  4.886,  4.555,huangy-incar01
77929.84461, 3,  -2.275,  4.371,  2.989,huangy-incar01
77929.86472, 3,   1.051,  3.868,  4.915, 4,   0.725,  0.429,  0.222, 5,   0.450,-72.750,-144.450,huangy-incar01
77929.88483, 3,   5.909,  3.581,  9.844,huangy-incar01
